lead_id,open_rate,click_rate,czas_od_kontaktu,liczba_pracownikow,segment,region,recommended_action,target
LEAD-0757,0.62,0.47,21,43,przychodnia,wielkopolskie,email,1
LEAD-0758,0.53,0.89,70,7,samodzielna,wielkopolskie,call,0
LEAD-0759,0.89,0.71,48,49,samodzielna,pomorskie,offer,0
LEAD-0760,0.79,0.06,39,20,samodzielna,wielkopolskie,offer,1
LEAD-0761,0.15,0.15,31,4,przychodnia,slaskie,offer,1
LEAD-0762,0.31,0.01,10,19,samodzielna,wielkopolskie,offer,1
LEAD-0763,0.25,0.63,30,40,samodzielna,mazowieckie,call,1
LEAD-0764,0.74,0.45,18,10,samodzielna,wielkopolskie,offer,0
LEAD-0765,0.03,0.13,60,13,przychodnia,wielkopolskie,email,1
LEAD-0766,0.57,0.96,88,6,samodzielna,pomorskie,offer,1
LEAD-0767,0.76,0.53,73,4,przychodnia,slaskie,email,0
LEAD-0768,0.88,0.24,15,12,przychodnia,wielkopolskie,email,0
LEAD-0769,0.34,0.5,4,31,przychodnia,slaskie,offer,1
LEAD-0770,0.82,0.68,63,5,samodzielna,mazowieckie,offer,0
LEAD-0771,0.11,0.08,40,6,samodzielna,pomorskie,call,1
LEAD-0772,0.85,0.27,9,2,samodzielna,slaskie,email,0
LEAD-0773,0.13,0.81,9,28,przychodnia,pomorskie,offer,1
LEAD-0774,0.4,0.46,26,29,samodzielna,wielkopolskie,call,0
LEAD-0775,0.8,0.55,4,30,przychodnia,mazowieckie,offer,1
LEAD-0776,0.15,0.43,81,19,samodzielna,pomorskie,offer,1
LEAD-0777,0.23,0.04,16,13,samodzielna,wielkopolskie,offer,0
LEAD-0778,0.72,0.17,15,14,samodzielna,slaskie,email,0
LEAD-0779,0.72,0.45,52,42,samodzielna,mazowieckie,offer,1
LEAD-0780,0.64,0.21,69,3,przychodnia,mazowieckie,call,1
LEAD-0781,0.69,0.05,5,38,przychodnia,slaskie,offer,0
LEAD-0782,0.54,0.84,20,46,przychodnia,slaskie,offer,0
LEAD-0783,0.25,0.98,79,17,przychodnia,mazowieckie,call,0
LEAD-0784,0.35,0.79,18,49,samodzielna,pomorskie,call,0
LEAD-0785,0.18,0.85,2,25,przychodnia,mazowieckie,email,0
LEAD-0786,0.91,0.24,13,36,przychodnia,slaskie,email,0
LEAD-0787,0.58,0.96,4,23,przychodnia,pomorskie,email,0
LEAD-0788,0.4,0.2,42,37,samodzielna,wielkopolskie,email,0
LEAD-0789,0.46,0.95,74,12,przychodnia,mazowieckie,call,0
LEAD-0790,0.95,0.99,61,47,przychodnia,slaskie,offer,1
LEAD-0791,0.15,0.71,8,30,samodzielna,wielkopolskie,offer,0
LEAD-0792,0.59,0.98,67,36,samodzielna,mazowieckie,offer,0
LEAD-0793,0.51,0.57,63,49,przychodnia,mazowieckie,email,1
LEAD-0794,0.61,0.26,9,16,przychodnia,pomorskie,call,1
LEAD-0795,0.02,0.44,11,32,samodzielna,slaskie,call,1
LEAD-0796,0.87,0.59,42,43,przychodnia,wielkopolskie,call,1
LEAD-0797,0.93,0.07,13,42,samodzielna,mazowieckie,offer,1
LEAD-0798,0.57,0.62,36,44,przychodnia,pomorskie,email,1
LEAD-0799,0.7,0.98,13,17,przychodnia,wielkopolskie,call,0
LEAD-0800,0.92,0.19,12,11,przychodnia,wielkopolskie,email,1
LEAD-0801,0.71,0.79,37,33,przychodnia,mazowieckie,call,1
LEAD-0802,0.15,0.91,74,3,przychodnia,wielkopolskie,email,1
LEAD-0803,0.58,0.94,73,25,samodzielna,mazowieckie,call,0
LEAD-0804,0.61,0.96,52,24,samodzielna,pomorskie,email,1
LEAD-0805,0.42,0.52,71,3,przychodnia,pomorskie,call,0
LEAD-0806,0.74,0.98,2,39,przychodnia,wielkopolskie,call,1
LEAD-0807,0.93,0.76,56,32,przychodnia,mazowieckie,email,1
LEAD-0808,0.93,0.16,60,41,samodzielna,slaskie,email,0
LEAD-0809,0.45,0.48,23,27,samodzielna,pomorskie,offer,0
LEAD-0810,0.11,0.72,40,30,samodzielna,mazowieckie,email,1
LEAD-0811,0.98,0.25,64,4,samodzielna,mazowieckie,call,0
LEAD-0812,0.84,0.64,85,15,samodzielna,mazowieckie,call,0
LEAD-0813,0.12,0.67,23,26,samodzielna,wielkopolskie,email,1
LEAD-0814,0.92,0.16,29,49,samodzielna,slaskie,offer,1
LEAD-0815,0.87,0.57,78,2,samodzielna,wielkopolskie,email,1
LEAD-0816,0.52,0.77,51,4,przychodnia,pomorskie,call,0
LEAD-0817,0.59,0.5,69,27,samodzielna,wielkopolskie,call,1
LEAD-0818,0.4,0.01,89,19,samodzielna,mazowieckie,offer,1
LEAD-0819,0.05,0.01,31,10,samodzielna,wielkopolskie,email,0
LEAD-0820,0.34,0.36,50,39,samodzielna,mazowieckie,call,0
LEAD-0821,0.8,0.93,20,24,przychodnia,slaskie,call,1
LEAD-0822,0.0,0.23,55,22,samodzielna,wielkopolskie,call,0
LEAD-0823,0.33,0.63,81,2,przychodnia,wielkopolskie,email,1
LEAD-0824,0.4,0.22,2,22,przychodnia,wielkopolskie,email,0
LEAD-0825,0.54,0.32,25,28,przychodnia,mazowieckie,offer,1
LEAD-0826,0.92,0.85,13,43,samodzielna,mazowieckie,call,0
LEAD-0827,0.35,0.73,70,7,samodzielna,wielkopolskie,call,0
LEAD-0828,0.35,0.1,67,45,samodzielna,wielkopolskie,offer,0
LEAD-0829,0.74,0.43,58,37,przychodnia,slaskie,call,0
LEAD-0830,0.45,0.03,82,29,przychodnia,slaskie,offer,1
LEAD-0831,0.22,0.48,75,46,przychodnia,pomorskie,offer,0
LEAD-0832,0.45,0.66,84,18,przychodnia,slaskie,call,1
LEAD-0833,0.14,0.12,64,41,samodzielna,slaskie,email,0
LEAD-0834,0.18,0.29,69,4,samodzielna,slaskie,email,0
LEAD-0835,0.5,0.4,83,13,samodzielna,mazowieckie,email,1
LEAD-0836,0.42,0.92,86,40,przychodnia,slaskie,email,0
LEAD-0837,0.91,0.99,59,13,przychodnia,slaskie,call,0
LEAD-0838,0.36,0.04,60,3,samodzielna,wielkopolskie,offer,1
LEAD-0839,0.58,0.76,83,47,samodzielna,mazowieckie,offer,0
LEAD-0840,0.63,0.37,62,23,przychodnia,pomorskie,call,1
LEAD-0841,0.01,0.39,16,24,samodzielna,pomorskie,email,0
LEAD-0842,0.66,0.75,88,31,samodzielna,slaskie,offer,0
LEAD-0843,0.18,0.92,68,6,przychodnia,pomorskie,call,0
LEAD-0844,0.96,0.95,15,10,przychodnia,pomorskie,call,1
LEAD-0845,0.15,0.58,89,22,przychodnia,pomorskie,email,0
LEAD-0846,0.41,0.36,55,12,samodzielna,slaskie,call,0
LEAD-0847,0.09,0.79,35,6,przychodnia,pomorskie,offer,0
LEAD-0848,1.0,0.25,55,36,samodzielna,slaskie,offer,0
LEAD-0849,0.5,0.56,14,28,samodzielna,wielkopolskie,call,0
LEAD-0850,0.6,0.36,49,3,przychodnia,wielkopolskie,offer,0
LEAD-0851,0.07,0.66,83,25,samodzielna,pomorskie,call,0
LEAD-0852,0.75,0.24,7,32,przychodnia,wielkopolskie,offer,0
LEAD-0853,0.21,0.19,30,34,przychodnia,slaskie,email,0
LEAD-0854,0.9,0.92,83,40,samodzielna,wielkopolskie,offer,1
LEAD-0855,0.21,0.1,49,31,samodzielna,pomorskie,email,0
LEAD-0856,0.19,0.51,89,47,przychodnia,slaskie,email,1
LEAD-0857,0.04,0.22,16,38,przychodnia,mazowieckie,call,1
LEAD-0858,0.47,0.04,51,29,przychodnia,slaskie,email,1
LEAD-0859,0.56,0.04,72,32,przychodnia,wielkopolskie,offer,0
LEAD-0860,0.07,0.18,82,12,przychodnia,mazowieckie,offer,1
LEAD-0861,0.78,0.87,80,24,przychodnia,slaskie,email,1
LEAD-0862,0.45,0.28,83,3,samodzielna,mazowieckie,call,1
LEAD-0863,0.52,0.95,42,41,samodzielna,mazowieckie,email,0
LEAD-0864,0.44,0.58,17,42,samodzielna,mazowieckie,offer,1
LEAD-0865,0.4,0.44,63,28,samodzielna,slaskie,offer,0
LEAD-0866,0.56,0.58,45,36,przychodnia,wielkopolskie,email,1
LEAD-0867,0.16,0.52,77,3,samodzielna,slaskie,email,1
LEAD-0868,0.18,0.76,7,40,samodzielna,wielkopolskie,email,0
LEAD-0869,0.86,0.28,27,38,przychodnia,slaskie,offer,0
LEAD-0870,0.95,0.35,10,22,samodzielna,slaskie,offer,1
LEAD-0871,0.37,0.89,34,6,przychodnia,slaskie,offer,1
LEAD-0872,0.27,0.95,36,46,przychodnia,wielkopolskie,call,1
LEAD-0873,0.64,0.89,25,22,przychodnia,slaskie,offer,0
LEAD-0874,0.41,0.42,6,30,przychodnia,mazowieckie,offer,0
LEAD-0875,0.03,0.78,24,21,przychodnia,slaskie,call,1
LEAD-0876,0.16,0.48,18,39,samodzielna,mazowieckie,call,1
LEAD-0877,0.72,0.5,87,21,samodzielna,pomorskie,call,0
LEAD-0878,0.66,0.2,6,26,samodzielna,pomorskie,call,0
LEAD-0879,0.03,0.59,29,3,przychodnia,wielkopolskie,call,1
LEAD-0880,0.22,0.19,25,33,samodzielna,wielkopolskie,call,0
LEAD-0881,0.23,0.33,55,27,samodzielna,pomorskie,email,1
LEAD-0882,0.67,0.86,81,7,samodzielna,slaskie,email,0
LEAD-0883,0.02,0.21,46,42,samodzielna,slaskie,email,1
LEAD-0884,0.1,0.07,24,4,przychodnia,slaskie,email,1
LEAD-0885,0.8,0.07,75,34,samodzielna,pomorskie,offer,1
LEAD-0886,0.18,0.94,26,2,przychodnia,mazowieckie,call,0
LEAD-0887,0.65,0.51,28,6,przychodnia,wielkopolskie,offer,1
LEAD-0888,0.24,0.41,3,14,samodzielna,mazowieckie,call,1
LEAD-0889,0.1,0.81,75,20,przychodnia,pomorskie,call,0
LEAD-0890,0.24,0.84,38,13,przychodnia,mazowieckie,offer,1
LEAD-0891,0.72,0.33,61,49,przychodnia,slaskie,email,1
LEAD-0892,0.86,0.69,78,26,przychodnia,slaskie,offer,1
LEAD-0893,0.83,0.77,51,36,przychodnia,mazowieckie,offer,0
LEAD-0894,0.4,0.65,48,13,przychodnia,pomorskie,call,0
LEAD-0895,0.67,0.15,21,31,przychodnia,mazowieckie,call,0
LEAD-0896,0.2,0.88,54,6,samodzielna,slaskie,call,0
LEAD-0897,0.29,0.54,56,35,samodzielna,slaskie,email,1
LEAD-0898,0.9,0.28,59,23,przychodnia,pomorskie,offer,0
LEAD-0899,0.01,0.43,72,40,przychodnia,mazowieckie,offer,0
LEAD-0900,0.09,0.04,51,14,samodzielna,slaskie,email,0
LEAD-0901,0.21,0.13,20,48,samodzielna,slaskie,offer,1
LEAD-0902,0.03,0.77,86,4,samodzielna,mazowieckie,offer,1
LEAD-0903,0.18,0.0,59,21,samodzielna,mazowieckie,call,1
LEAD-0904,0.58,0.42,71,32,przychodnia,wielkopolskie,email,0
LEAD-0905,0.42,0.52,9,6,przychodnia,pomorskie,call,1
LEAD-0906,0.89,0.05,1,25,samodzielna,pomorskie,email,1
LEAD-0907,0.82,0.97,29,41,samodzielna,mazowieckie,call,0
LEAD-0908,0.34,0.23,63,34,samodzielna,pomorskie,offer,1
LEAD-0909,0.26,0.3,72,9,samodzielna,slaskie,email,0
LEAD-0910,0.38,0.3,56,25,przychodnia,mazowieckie,email,0
LEAD-0911,0.59,0.23,68,21,samodzielna,mazowieckie,call,1
LEAD-0912,0.27,0.0,35,17,samodzielna,mazowieckie,email,0
LEAD-0913,0.62,0.73,3,13,samodzielna,wielkopolskie,offer,0
LEAD-0914,0.41,0.97,7,14,przychodnia,pomorskie,offer,0
LEAD-0915,0.55,0.22,27,46,przychodnia,wielkopolskie,offer,0
LEAD-0916,0.44,0.66,1,43,przychodnia,slaskie,call,0
LEAD-0917,0.29,0.74,80,40,samodzielna,pomorskie,email,0
LEAD-0918,0.95,0.85,71,26,samodzielna,wielkopolskie,call,1
LEAD-0919,0.76,0.42,44,47,samodzielna,mazowieckie,offer,0
LEAD-0920,0.14,0.3,87,33,przychodnia,wielkopolskie,email,0
LEAD-0921,0.87,0.33,41,25,przychodnia,mazowieckie,offer,0
LEAD-0922,0.49,0.71,75,49,samodzielna,wielkopolskie,email,0
LEAD-0923,0.89,0.82,42,48,samodzielna,wielkopolskie,email,1
LEAD-0924,0.8,0.18,33,45,przychodnia,wielkopolskie,call,1
LEAD-0925,0.43,0.37,50,10,samodzielna,mazowieckie,email,0
LEAD-0926,0.02,0.9,63,41,samodzielna,wielkopolskie,offer,1
LEAD-0927,0.27,0.81,37,24,samodzielna,pomorskie,email,0
LEAD-0928,0.54,0.98,59,14,przychodnia,pomorskie,offer,0
LEAD-0929,0.63,0.75,81,33,samodzielna,pomorskie,call,0
LEAD-0930,0.26,0.39,48,16,samodzielna,mazowieckie,offer,0
LEAD-0931,0.14,0.59,5,37,samodzielna,mazowieckie,email,1
LEAD-0932,0.83,0.66,48,6,samodzielna,pomorskie,offer,1
LEAD-0933,0.98,0.08,3,23,przychodnia,pomorskie,offer,0
LEAD-0934,0.53,0.54,47,17,przychodnia,pomorskie,email,0
LEAD-0935,0.17,0.71,62,42,przychodnia,slaskie,offer,1
LEAD-0936,0.27,0.17,14,11,samodzielna,pomorskie,email,1
LEAD-0937,0.02,0.78,63,25,przychodnia,wielkopolskie,call,0
LEAD-0938,0.91,0.58,61,19,samodzielna,slaskie,offer,1
LEAD-0939,0.12,0.95,31,19,przychodnia,slaskie,call,0
LEAD-0940,0.58,0.04,17,8,samodzielna,mazowieckie,offer,1
LEAD-0941,0.27,0.27,24,5,przychodnia,wielkopolskie,offer,1
LEAD-0942,0.55,0.6,23,27,przychodnia,mazowieckie,call,1
LEAD-0943,0.65,0.3,82,6,przychodnia,mazowieckie,offer,1
LEAD-0944,0.83,0.71,50,17,samodzielna,wielkopolskie,offer,0
LEAD-0945,0.21,0.76,78,36,samodzielna,mazowieckie,call,0
LEAD-0946,0.01,0.1,79,27,samodzielna,wielkopolskie,offer,1
LEAD-0947,0.14,0.51,79,19,przychodnia,wielkopolskie,email,0
LEAD-0948,0.9,0.51,70,30,samodzielna,mazowieckie,offer,1
LEAD-0949,0.87,0.37,27,24,samodzielna,pomorskie,offer,1
LEAD-0950,0.6,0.93,15,15,samodzielna,mazowieckie,offer,0
LEAD-0951,0.6,0.83,50,16,samodzielna,slaskie,call,0
LEAD-0952,0.67,0.7,36,34,samodzielna,mazowieckie,email,0
LEAD-0953,0.18,0.71,8,26,samodzielna,wielkopolskie,email,1
LEAD-0954,0.91,0.46,79,22,przychodnia,slaskie,offer,0
LEAD-0955,0.42,0.92,3,18,przychodnia,wielkopolskie,call,0
LEAD-0956,0.38,0.69,62,24,samodzielna,pomorskie,call,0
LEAD-0957,0.52,0.73,47,44,przychodnia,pomorskie,email,0
LEAD-0958,0.05,0.86,77,18,przychodnia,slaskie,call,1
LEAD-0959,0.17,0.27,88,15,samodzielna,pomorskie,offer,1
LEAD-0960,0.74,0.81,61,30,samodzielna,pomorskie,offer,1
LEAD-0961,0.08,0.2,32,21,przychodnia,mazowieckie,call,1
LEAD-0962,0.6,0.35,13,31,samodzielna,mazowieckie,offer,1
LEAD-0963,0.25,0.34,1,20,przychodnia,pomorskie,email,1
LEAD-0964,0.39,0.98,34,40,przychodnia,pomorskie,offer,1
LEAD-0965,0.29,0.86,62,14,przychodnia,mazowieckie,call,0
LEAD-0966,0.36,0.7,79,19,samodzielna,pomorskie,email,1
LEAD-0967,0.72,0.73,78,24,przychodnia,pomorskie,offer,1
LEAD-0968,0.3,0.56,82,47,samodzielna,wielkopolskie,email,1
LEAD-0969,0.57,0.95,71,34,samodzielna,pomorskie,call,1
LEAD-0970,0.48,0.5,31,40,samodzielna,slaskie,offer,0
LEAD-0971,0.66,0.38,64,41,samodzielna,wielkopolskie,offer,1
LEAD-0972,0.94,0.16,25,19,samodzielna,slaskie,email,1
LEAD-0973,0.73,0.79,38,10,przychodnia,pomorskie,offer,0
LEAD-0974,0.21,0.73,14,34,samodzielna,mazowieckie,offer,1
LEAD-0975,0.03,0.38,8,33,samodzielna,wielkopolskie,offer,1
LEAD-0976,0.26,0.03,54,18,samodzielna,mazowieckie,offer,1
LEAD-0977,0.6,0.84,2,20,samodzielna,wielkopolskie,call,1
LEAD-0978,0.05,0.01,81,28,samodzielna,mazowieckie,offer,1
LEAD-0979,0.5,0.7,78,7,przychodnia,wielkopolskie,email,1
LEAD-0980,0.6,0.97,89,36,samodzielna,wielkopolskie,call,1
LEAD-0981,0.33,0.44,56,38,samodzielna,slaskie,email,0
LEAD-0982,0.77,0.23,84,35,przychodnia,mazowieckie,email,0
LEAD-0983,0.11,0.7,85,21,samodzielna,slaskie,email,1
LEAD-0984,0.08,0.82,61,26,przychodnia,slaskie,call,0
LEAD-0985,0.73,0.55,22,5,przychodnia,mazowieckie,call,1
LEAD-0986,0.5,0.97,35,11,przychodnia,wielkopolskie,call,0
LEAD-0987,0.69,0.05,16,11,przychodnia,slaskie,offer,1
LEAD-0988,0.43,0.5,50,25,samodzielna,mazowieckie,email,0
LEAD-0989,0.25,0.72,43,22,samodzielna,wielkopolskie,call,1
LEAD-0990,0.82,0.86,17,12,przychodnia,slaskie,email,0
LEAD-0991,0.8,0.18,80,28,przychodnia,slaskie,call,0
LEAD-0992,0.69,0.8,58,17,samodzielna,slaskie,call,1
LEAD-0993,0.27,0.55,2,27,przychodnia,wielkopolskie,call,1
LEAD-0994,0.59,0.4,4,31,przychodnia,slaskie,email,0
LEAD-0995,0.36,0.13,85,17,przychodnia,wielkopolskie,offer,0
LEAD-0996,0.09,0.87,39,8,samodzielna,pomorskie,call,1
LEAD-0997,0.92,0.16,6,17,przychodnia,slaskie,call,0
LEAD-0998,0.14,0.31,81,36,samodzielna,pomorskie,call,1
LEAD-0999,0.95,0.29,89,17,samodzielna,mazowieckie,offer,0
LEAD-1000,0.45,0.87,69,41,samodzielna,slaskie,email,0
LEAD-1001,0.19,0.67,69,13,przychodnia,mazowieckie,email,1
LEAD-1002,0.54,0.8,20,36,przychodnia,mazowieckie,email,1
LEAD-1003,0.87,0.25,64,22,samodzielna,mazowieckie,email,1
LEAD-1004,0.73,0.62,16,44,samodzielna,pomorskie,call,0
LEAD-1005,0.81,0.57,51,37,samodzielna,wielkopolskie,offer,0
LEAD-1006,0.66,0.83,37,49,przychodnia,pomorskie,call,0
LEAD-1007,0.69,0.91,73,18,przychodnia,pomorskie,offer,1
LEAD-1008,0.85,0.01,69,33,samodzielna,mazowieckie,email,0
LEAD-1009,0.25,0.67,42,42,samodzielna,slaskie,offer,0
LEAD-1010,0.49,0.05,57,7,przychodnia,wielkopolskie,call,1
LEAD-1011,0.22,0.55,66,25,samodzielna,mazowieckie,call,0
LEAD-1012,0.99,0.29,9,28,przychodnia,wielkopolskie,email,0
LEAD-1013,0.94,0.31,86,21,przychodnia,pomorskie,call,1
LEAD-1014,0.04,0.35,64,26,samodzielna,wielkopolskie,call,1
LEAD-1015,0.71,0.62,86,3,samodzielna,wielkopolskie,offer,1
LEAD-1016,0.93,0.33,22,10,przychodnia,slaskie,call,1
LEAD-1017,0.18,0.73,34,29,przychodnia,mazowieckie,email,1
LEAD-1018,0.57,0.4,55,39,przychodnia,wielkopolskie,email,1
LEAD-1019,0.92,0.07,29,4,przychodnia,wielkopolskie,call,1
LEAD-1020,0.03,0.78,38,21,przychodnia,pomorskie,email,1
LEAD-1021,0.7,0.29,18,7,samodzielna,pomorskie,offer,1
LEAD-1022,0.3,0.43,71,40,przychodnia,wielkopolskie,offer,0
LEAD-1023,0.92,0.69,65,34,przychodnia,mazowieckie,call,1
LEAD-1024,0.97,0.33,1,2,przychodnia,wielkopolskie,call,1
LEAD-1025,0.94,0.06,88,38,samodzielna,wielkopolskie,offer,0
LEAD-1026,0.47,0.37,4,7,samodzielna,slaskie,email,1
LEAD-1027,0.86,0.94,4,46,przychodnia,mazowieckie,call,0
LEAD-1028,0.84,0.64,82,35,przychodnia,slaskie,call,0
LEAD-1029,0.32,0.67,27,48,samodzielna,mazowieckie,email,1
LEAD-1030,0.83,0.63,43,16,samodzielna,mazowieckie,call,0
LEAD-1031,0.04,0.2,59,46,samodzielna,mazowieckie,email,1
LEAD-1032,0.6,0.42,32,27,samodzielna,slaskie,email,1
LEAD-1033,0.23,0.75,33,15,przychodnia,slaskie,email,0
LEAD-1034,0.12,0.1,28,8,samodzielna,slaskie,email,0
LEAD-1035,0.08,0.28,55,47,przychodnia,pomorskie,email,0
LEAD-1036,0.7,0.28,60,32,przychodnia,slaskie,offer,1
LEAD-1037,0.34,0.43,70,25,samodzielna,pomorskie,email,1
LEAD-1038,0.72,0.98,62,32,samodzielna,pomorskie,offer,0
LEAD-1039,0.07,0.07,80,30,samodzielna,pomorskie,email,1
LEAD-1040,0.32,0.52,34,43,samodzielna,wielkopolskie,call,1
LEAD-1041,0.54,0.18,87,33,przychodnia,wielkopolskie,offer,0
LEAD-1042,0.79,0.97,88,18,przychodnia,wielkopolskie,call,0
LEAD-1043,0.32,0.11,56,15,przychodnia,pomorskie,email,0
LEAD-1044,0.63,0.4,13,41,samodzielna,pomorskie,email,0
LEAD-1045,0.89,0.74,56,37,przychodnia,mazowieckie,call,0
LEAD-1046,0.62,0.7,18,49,samodzielna,pomorskie,email,0
LEAD-1047,0.23,0.42,54,25,przychodnia,wielkopolskie,call,0
LEAD-1048,0.02,0.35,77,46,samodzielna,pomorskie,email,0
LEAD-1049,0.87,0.4,43,28,przychodnia,pomorskie,email,0
LEAD-1050,0.02,0.26,39,26,przychodnia,mazowieckie,offer,0
LEAD-1051,0.87,0.21,61,33,samodzielna,pomorskie,call,1
LEAD-1052,0.53,0.48,42,19,przychodnia,slaskie,email,1
LEAD-1053,0.94,0.27,81,47,przychodnia,mazowieckie,call,0
LEAD-1054,0.8,0.29,79,19,samodzielna,pomorskie,offer,1
LEAD-1055,1.0,0.66,18,38,samodzielna,pomorskie,call,1
LEAD-1056,0.35,0.97,23,27,samodzielna,mazowieckie,offer,1
LEAD-1057,0.77,0.6,54,10,samodzielna,pomorskie,call,1
LEAD-1058,0.4,0.08,30,36,samodzielna,wielkopolskie,call,1
LEAD-1059,0.48,0.08,58,9,przychodnia,slaskie,offer,1
LEAD-1060,0.63,0.95,68,21,samodzielna,slaskie,email,0
LEAD-1061,0.87,0.3,67,43,przychodnia,wielkopolskie,email,0
LEAD-1062,0.98,0.09,71,23,przychodnia,pomorskie,email,1
LEAD-1063,0.77,0.6,18,20,samodzielna,pomorskie,call,1
LEAD-1064,0.42,0.62,7,31,przychodnia,slaskie,call,0
LEAD-1065,0.42,0.65,40,29,przychodnia,pomorskie,email,1
LEAD-1066,0.74,0.27,70,36,samodzielna,slaskie,call,1
LEAD-1067,0.24,0.02,86,44,przychodnia,slaskie,call,1
LEAD-1068,0.11,0.97,65,12,samodzielna,wielkopolskie,email,1
LEAD-1069,0.35,0.25,68,32,samodzielna,slaskie,offer,1
LEAD-1070,0.29,0.68,49,49,samodzielna,pomorskie,call,0
LEAD-1071,0.3,0.71,52,40,przychodnia,pomorskie,call,0
LEAD-1072,0.23,0.61,29,37,przychodnia,mazowieckie,call,1
LEAD-1073,0.04,0.31,21,31,przychodnia,pomorskie,call,0
LEAD-1074,0.02,0.27,78,24,przychodnia,mazowieckie,offer,1
LEAD-1075,0.99,0.6,9,20,samodzielna,slaskie,email,1
LEAD-1076,0.43,0.87,47,13,przychodnia,pomorskie,call,1
LEAD-1077,0.38,0.95,76,16,samodzielna,wielkopolskie,email,1
LEAD-1078,0.68,0.11,42,32,przychodnia,wielkopolskie,call,1
LEAD-1079,0.22,0.15,51,44,przychodnia,wielkopolskie,offer,1
LEAD-1080,0.95,0.94,56,38,przychodnia,slaskie,email,1
LEAD-1081,0.79,0.74,51,38,przychodnia,slaskie,offer,1
LEAD-1082,0.09,0.88,70,16,przychodnia,mazowieckie,call,1
LEAD-1083,0.42,0.2,20,30,samodzielna,wielkopolskie,offer,0
LEAD-1084,0.88,0.59,88,44,przychodnia,mazowieckie,offer,1
LEAD-1085,0.94,0.7,27,27,przychodnia,mazowieckie,call,0
LEAD-1086,0.47,0.68,38,45,przychodnia,pomorskie,call,0
LEAD-1087,0.61,0.41,72,3,przychodnia,pomorskie,email,1
LEAD-1088,0.17,0.02,65,21,samodzielna,wielkopolskie,call,0
LEAD-1089,0.99,0.58,54,16,przychodnia,slaskie,email,1
LEAD-1090,0.23,0.25,24,5,samodzielna,pomorskie,offer,1
LEAD-1091,0.94,0.45,47,23,przychodnia,slaskie,offer,1
LEAD-1092,0.65,0.96,71,39,samodzielna,mazowieckie,email,1
LEAD-1093,0.61,0.4,83,24,samodzielna,mazowieckie,call,0
LEAD-1094,0.51,0.84,86,27,samodzielna,mazowieckie,call,0
LEAD-1095,0.23,0.19,63,12,samodzielna,mazowieckie,offer,1
LEAD-1096,0.18,0.67,57,29,samodzielna,wielkopolskie,email,0
LEAD-1097,0.22,0.98,55,3,przychodnia,mazowieckie,offer,0
LEAD-1098,0.19,0.1,60,9,samodzielna,pomorskie,offer,0
LEAD-1099,0.78,0.01,62,30,przychodnia,mazowieckie,call,1
LEAD-1100,0.35,0.43,30,12,samodzielna,slaskie,email,0
LEAD-1101,0.06,0.09,22,38,samodzielna,pomorskie,offer,0
LEAD-1102,0.97,0.75,75,19,przychodnia,slaskie,call,0
LEAD-1103,0.88,0.91,84,15,samodzielna,slaskie,offer,1
LEAD-1104,0.93,0.43,29,11,samodzielna,wielkopolskie,offer,0
LEAD-1105,0.99,0.26,41,36,samodzielna,wielkopolskie,call,0
LEAD-1106,0.17,0.43,42,10,samodzielna,slaskie,call,1
LEAD-1107,0.4,0.72,65,36,przychodnia,slaskie,email,0
LEAD-1108,0.76,0.01,31,12,samodzielna,mazowieckie,offer,1
LEAD-1109,0.7,0.59,30,45,samodzielna,pomorskie,email,1
LEAD-1110,0.15,0.61,18,13,przychodnia,mazowieckie,call,1
LEAD-1111,0.82,0.64,17,4,przychodnia,wielkopolskie,call,1
LEAD-1112,0.22,0.24,38,40,samodzielna,wielkopolskie,offer,1
LEAD-1113,0.22,0.71,14,15,samodzielna,mazowieckie,email,1
LEAD-1114,0.54,0.09,87,29,przychodnia,pomorskie,email,0
LEAD-1115,0.59,0.2,89,12,samodzielna,slaskie,offer,1
LEAD-1116,0.58,0.88,79,40,przychodnia,mazowieckie,offer,0
LEAD-1117,0.09,0.74,56,26,samodzielna,wielkopolskie,email,0
LEAD-1118,0.88,0.01,22,22,przychodnia,pomorskie,call,1
LEAD-1119,0.27,0.25,67,11,przychodnia,wielkopolskie,call,0
LEAD-1120,0.13,0.21,56,44,przychodnia,pomorskie,offer,0
LEAD-1121,0.89,0.27,19,16,samodzielna,pomorskie,email,0
LEAD-1122,0.96,0.25,57,20,samodzielna,pomorskie,email,1
LEAD-1123,0.86,0.06,44,49,samodzielna,mazowieckie,email,0
LEAD-1124,0.81,0.46,35,23,samodzielna,mazowieckie,call,0
LEAD-1125,0.66,0.73,1,22,przychodnia,mazowieckie,call,1
LEAD-1126,0.55,0.61,52,45,przychodnia,pomorskie,email,0
LEAD-1127,0.09,0.67,85,33,przychodnia,pomorskie,email,0
LEAD-1128,0.41,0.08,70,24,samodzielna,wielkopolskie,offer,0
LEAD-1129,0.37,0.95,37,14,samodzielna,slaskie,offer,1
LEAD-1130,0.26,0.84,65,6,samodzielna,mazowieckie,email,0
LEAD-1131,0.72,0.81,51,5,przychodnia,pomorskie,email,0
LEAD-1132,0.5,0.82,1,29,samodzielna,wielkopolskie,call,1
LEAD-1133,0.08,0.93,21,15,samodzielna,wielkopolskie,email,1
LEAD-1134,0.22,0.54,53,9,przychodnia,wielkopolskie,offer,1
